"covariate","rho","correlation","lo","hi"
"log_gni",0.13,0.0501762020659216,-0.292464340673041,0.393122198606292
"log_gni",0.135,0.0392228716944115,-0.30154941097031,0.381917880060831
"log_gni",0.14,0.0290175933680845,-0.311604191340468,0.371475892833607
"log_gni",0.145,0.0195039082104631,NA,NA
"log_gni",0.15,0.0106302428330622,NA,NA
"log_gni",0.155,0.00234946404453997,-0.336908796216949,0.347427413393266
"log_gni",0.16,-0.00538153304332926,-0.342650441484175,0.341029800971312
"log_gni",0.165,-0.0126022023874643,-0.347617713748287,0.334591956088632
"log_gni",0.17,-0.019348690466564,-0.352205554368569,0.328192266889553
"log_gni",0.175,-0.0256541474285833,NA,NA
"log_gni",0.18,-0.0315490080881058,NA,NA
"log_gni",0.185,-0.0370612451720523,NA,NA
"log_gni",0.19,-0.0422165972666293,-0.375224200615562,0.307838987639044
"log_gni",0.195,-0.0470387738581253,-0.382311487212151,0.301909569039495
"log_gni",0.2,-0.0515496397333308,-0.388047787976693,0.297495057870037
"log_gni",0.205,-0.0557693808435905,NA,NA
"log_gni",0.21,-0.059716653559976,NA,NA
"log_gni",0.215,-0.0634087190685607,NA,NA
"log_gni",0.22,-0.0668615644819202,-0.40216873488064,0.282601746996103
"log_gni",0.225,-0.0700900120802784,-0.406889732421876,0.279849474365568
"log_gni",0.23,-0.0731078179453354,-0.409399092102189,0.27825008296036
"log_gni",0.235,-0.0759277611127003,NA,NA
"log_gni",0.24,-0.0785617242449437,NA,NA
"log_gni",0.245,-0.0810207667161245,NA,NA
"log_gni",0.25,-0.0833151908993851,-0.416718776467263,0.271610540474373
"log_gni",0.255,-0.0854546023608971,-0.418098132637603,0.269508915496988
"log_gni",0.26,-0.0874479645850788,-0.419297415490654,0.267320267381126
"log_gni",0.265,-0.0893036487865947,-0.42042573977947,0.266439945410771
"log_gni",0.27,-0.0910294793032392,-0.42180179074867,0.265642468709519
"log_gni",0.275,-0.0926327750094957,-0.423806858638467,0.264638396709554
"log_gni",0.28,-0.09412038714258,-0.425719133196487,0.263787324849742
"log_gni",0.285,-0.0954987338903471,NA,NA
"log_gni",0.29,-0.0967738320529373,NA,NA
"log_gni",0.295,-0.0979513260568475,NA,NA
"log_gni",0.3,-0.0990365145707579,-0.429843733425181,0.261066830257537
"log_gni",0.305,-0.100034374946418,-0.430963889120958,0.260408992550434
"log_gni",0.31,-0.10094958568484,-0.432031783483684,0.259816101987513
"log_gni",0.315,-0.101786547107565,-0.433034283162584,0.259283996589073
"log_gni",0.32,-0.1025494003946,-0.433878790321394,0.258803536080553
"log_gni",0.325,-0.103242045134439,-0.434693954210385,0.25838103297296
"log_gni",0.33,-0.103868155517175,-0.435433607578687,0.258003761411338
"log_gni",0.335,-0.104431195288905,-0.436109180592623,0.257781508871036
"log_gni",0.34,-0.104934431574148,-0.436620145078334,0.257435394815028
"log_gni",0.345,-0.10538094766276,NA,NA
"log_gni",0.35,-0.105773654848722,NA,NA
"log_gni",0.355,-0.106115303399899,NA,NA
"log_gni",0.36,-0.10640849273061,NA,NA
"log_gni",0.365,-0.106655680842171,-0.437328209704883,0.257476033334927
"log_gni",0.37,-0.106859193090691,-0.437391890218517,0.257378235486951
"log_gni",0.375,-0.107021230336042,-0.43743267812548,0.257318255944
"log_gni",0.38,-0.107143876521132,-0.437451752882949,0.257275321896695
"log_gni",0.385,-0.107229105726257,-0.43745023061753,0.256900624524079
"log_gni",0.39,-0.107278788739417,-0.437429168027336,0.257009779810354
"log_gni",0.395,-0.107294699179922,-0.437389566005813,0.257146363738589
"log_gni",0.4,-0.107278519209428,-0.437332373010034,0.257490437966321
"log_pop",0.01,0.0923815853836032,-0.323534369439908,0.631152669137913
"log_pop",0.015,0.159091580779519,-0.263875068975363,0.626329031560693
"log_pop",0.02,0.183888421737021,-0.240587727702425,0.627036142469306
"log_pop",0.025,0.195216423863497,-0.219599064833647,0.618636181842817
"log_pop",0.03,0.200533879263696,-0.212655574850497,0.608229518279424
"log_pop",0.035,0.202707756966384,-0.202318324596978,0.599313663744643
"log_pop",0.04,0.203105531346759,-0.190578437632717,0.594812011577472
"log_pop",0.045,0.202469867921307,NA,NA
"log_pop",0.05,0.201236819185171,-0.166828532585045,0.569936687886682
"log_pop",0.055,0.199674400136923,-0.160729719961808,0.554981334127455
"log_pop",0.06,0.197951529605023,NA,NA
"log_pop",0.065,0.196175806154225,-0.151351470266175,0.534567676711245
"log_pop",0.07,0.194415668938858,NA,NA
"log_pop",0.075,0.192714031814557,-0.145974659799455,0.525674325047124
"log_pop",0.08,0.19109695566316,-0.143571381322549,0.522472256422917
"log_pop",0.085,0.189579296757504,NA,NA
"log_pop",0.09,0.188168449013638,-0.137570012065225,0.505555286134096
"log_pop",0.095,0.186866854394643,-0.139068707676122,0.500573583707682
"log_pop",0.1,0.185673702020306,NA,NA
"log_pop",0.105,0.18458608506142,-0.133830939206186,0.494678821690118
"log_pop",0.11,0.18359979102755,-0.134961725923743,0.496372191159069
"log_pop",0.115,0.182709841883542,NA,NA
"log_pop",0.12,0.18191086220042,-0.129817005533632,0.490422521159629
"log_pop",0.125,0.18119732843745,-0.12953599101269,0.489280042476094
"log_pop",0.13,0.180563735733249,-0.130280362314941,0.483652909529197
"log_pop",0.135,0.180004707321289,-0.1309551784958,0.481813300504018
"log_pop",0.14,0.179515064021572,-0.131361242796802,0.4800682927382
"log_pop",0.145,0.179089865999668,NA,NA
"log_pop",0.15,0.178724435345321,NA,NA
"log_pop",0.155,0.178414365488538,-0.130469940384903,0.475145467433025
"log_pop",0.16,0.178155521695561,-0.128623301576759,0.473982469751384
"log_pop",0.165,0.177944035637013,-0.127896878545563,0.471978964801123
"log_pop",0.17,0.177776296136455,-0.126507281012953,0.470134113853244
"log_pop",0.175,0.177648937580281,NA,NA
"log_pop",0.18,0.177558827023664,NA,NA
"log_pop",0.185,0.177503050709245,NA,NA
"log_pop",0.19,0.177478900488603,-0.1204915475553,0.463781249594223
"log_pop",0.195,0.177483860475044,-0.119118190625125,0.462872300208564
"log_pop",0.2,0.177515594141433,-0.119420275232384,0.463764616458248
"log_pop",0.205,0.177571931995514,NA,NA
"log_pop",0.21,0.177650859907986,NA,NA
"log_pop",0.215,0.177750508128711,NA,NA
"log_pop",0.22,0.177869140999069,-0.118761752719285,0.464210474439059
"log_pop",0.225,0.178005147349954,-0.118995492647381,0.463760162411482
"log_pop",0.23,0.178157031562883,-0.119023144366505,0.463305592647263
"log_pop",0.235,0.17832340526414,NA,NA
"log_pop",0.24,0.178502979617581,NA,NA
"log_pop",0.245,0.178694558179697,NA,NA
"log_pop",0.25,0.178897030279986,-0.118637632464465,0.464458690600549
"log_pop",0.255,0.179109364890284,-0.119622806308096,0.464183584715242
"log_pop",0.26,0.1793306049479,-0.11847364073152,0.464108386416704
"log_pop",0.265,0.179559862099065,-0.118333701618939,0.464587007222187
"log_pop",0.27,0.179796311831116,-0.117477375439306,0.465065343709284
"log_pop",0.275,0.180039188963828,-0.116487786667512,0.465542885116543
"log_pop",0.28,0.180287783472353,-0.115981130465298,0.466019168555522
"log_pop",0.285,0.180541436616233,NA,NA
"log_pop",0.29,0.18079953735087,NA,NA
"log_pop",0.295,0.181061518999678,NA,NA
"log_pop",0.3,0.181326856166857,-0.114901240325212,0.466424176511868
"log_pop",0.305,0.181595061872331,-0.114513700769391,0.466320190560981
"log_pop",0.31,0.181865684891895,-0.113740665527474,0.466991498041711
"log_pop",0.315,0.182138307286971,-0.113942575211162,0.467647812956397
"log_pop",0.32,0.182412542109642,-0.113911703071048,0.467849386293038
"log_pop",0.325,0.182688031269797,-0.1136859987312,0.468266944505419
"log_pop",0.33,0.182964443552281,-0.11346464873668,0.468882522708839
"log_pop",0.335,0.183241472772911,-0.113245312372932,0.469203312285728
"log_pop",0.34,0.183518836063113,-0.113025554339253,0.469307581905685
"log_pop",0.345,0.183796272273748,NA,NA
"log_pop",0.35,0.184073540489435,NA,NA
"log_pop",0.355,0.18435041864537,NA,NA
"log_pop",0.36,0.184626702239239,NA,NA
"log_pop",0.365,0.184902203131425,-0.111948025953676,0.470250764959275
"log_pop",0.37,0.185176748427199,-0.111887375773103,0.470635086744258
"log_pop",0.375,0.185450179435086,-0.111793676091619,0.470998652152723
"log_pop",0.38,0.185722350696026,-0.111300127295142,0.471975171159862
"log_pop",0.385,0.185993129078341,-0.110806719923601,0.473016914224373
"log_pop",0.39,0.186262392933921,-0.110307331463188,0.474019510038438
"log_pop",0.395,0.18653003131135,-0.10980260755181,0.474984221880497
"log_pop",0.4,0.186795943222016,-0.109293149910055,0.475856477870179
